时间,系统,序列号,数据是否完整,运行级别,列车头部Link,列车头部Offset,列车头部方向,列车速度,EBI,列车是否停稳,当前站编号,下一站编号,ATO主流程,ATO驾驶状态,ATO已激活,牵引状态,制动状态,ATO模拟量输出,目标速度,目标距离,当前坡度,PID控制器期望加速度,记录停车阶段的误差,ATO输出模拟量,列车参考速度,列车重量,网压,网流,牵引力,空气制动力,电制动力,转向架常用制动不可用数量,转向架紧急制动不可用数量,TMS输入端口2偏移量9车辆施加牵引,车辆施加制动,推荐速度,牵引制动状态,列车停车精度,ATO停车超限,乘客满载率
06:24:45,4645,81407,True,3,190,91829,55,1409,1617,AA,36,37,3,1,1,0,1,16,1534,57075,252,0,9999999,1000000,4806,14661,884,177,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:45,4645,81408,True,3,190,92110,55,1408,1617,AA,36,37,3,1,1,0,1,16,1534,56794,252,0,9999999,1000000,4806,14661,881,166,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:45,4645,81409,True,3,190,92672,55,1409,1617,AA,36,37,3,1,1,0,1,16,1534,56232,252,0,9999999,1000000,4807,14661,889,167,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:46,4645,81410,True,3,190,92672,55,1409,1617,AA,36,37,3,1,1,0,1,16,1534,56232,252,0,9999999,1000000,4808,14661,890,181,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:46,4645,81411,True,3,190,92953,55,1409,1617,AA,36,37,3,1,1,0,1,16,1534,55951,252,0,9999999,1000000,4808,14661,886,165,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:46,4645,81412,True,3,190,93241,55,1409,1617,AA,36,37,3,1,1,0,1,16,1534,55663,252,0,9999999,1000000,4807,14661,886,169,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:46,4645,81413,True,3,190,93522,55,1409,1617,AA,36,37,3,1,1,0,1,16,1534,55382,252,0,9999999,1000000,4809,14661,887,167,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:46,4645,81414,True,3,190,93803,55,1410,1617,AA,36,37,3,1,1,0,1,16,1534,55101,252,0,9999999,1000000,4808,14661,884,170,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:47,4645,81415,True,3,190,94084,55,1409,1617,AA,36,37,3,1,1,0,1,16,1534,54820,252,0,9999999,1000000,4809,14661,886,170,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:47,4645,81416,True,3,190,94366,55,1409,1617,AA,36,37,3,1,1,0,1,16,1534,54538,252,0,9999999,1000000,4808,14661,882,168,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:47,4645,81417,True,3,190,94647,55,1410,1617,AA,36,37,3,1,1,0,1,16,1534,54257,252,0,9999999,1000000,4809,14661,882,171,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:47,4645,81418,True,3,190,94928,55,1409,1617,AA,36,37,3,1,1,0,1,16,1534,53976,252,0,9999999,1000000,4809,14661,884,169,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:47,4645,81419,True,3,190,95209,55,1409,1617,AA,36,37,3,1,1,0,1,16,1534,53695,252,0,9999999,1000000,4809,14661,884,169,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:48,4645,81420,True,3,190,95772,55,1410,1617,AA,36,37,3,1,1,0,1,16,1534,53132,252,0,9999999,1000000,4810,14661,884,164,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:48,4645,81421,True,3,190,95772,55,1410,1617,AA,36,37,3,1,1,0,1,16,1534,53132,252,0,9999999,1000000,4811,14661,884,166,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:48,4645,81422,True,3,190,96060,55,1410,1617,AA,36,37,3,1,1,0,1,16,1534,52844,252,0,9999999,1000000,4810,14661,881,162,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:48,4645,81423,True,3,190,96341,55,1410,1617,AA,36,37,3,1,1,0,1,16,1534,52563,252,0,9999999,1000000,4811,14661,882,161,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:48,4645,81424,True,3,190,96623,55,1410,1617,AA,36,37,3,1,1,0,1,16,1534,52281,252,0,9999999,1000000,4812,14661,885,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:49,4645,81425,True,3,190,96904,55,1411,1617,AA,36,37,3,1,1,0,1,16,1534,52000,252,0,9999999,1000000,4813,14661,886,166,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:49,4645,81426,True,3,190,97186,55,1411,1617,AA,36,37,3,1,1,0,1,16,1534,51718,252,0,9999999,1000000,4813,14661,884,151,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:49,4645,81427,True,3,190,97467,55,1410,1617,AA,36,37,3,1,1,0,1,16,1534,51437,252,0,9999999,1000000,4814,14661,888,162,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:49,4645,81428,True,3,190,97749,55,1411,1617,AA,36,37,3,1,1,0,1,16,1534,51155,252,0,9999999,1000000,4815,14661,896,177,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:49,4645,81429,True,3,190,98312,55,1412,1617,AA,36,37,3,1,1,0,1,16,1534,50592,252,0,9999999,1000000,4814,14661,888,169,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:50,4645,81430,True,3,190,98594,55,1411,1617,AA,36,37,3,1,1,0,1,16,1534,50310,252,0,9999999,1000000,4815,14661,887,166,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:50,4645,81431,True,3,190,98594,55,1411,1617,AA,36,37,3,1,1,0,1,16,1534,50310,252,0,9999999,1000000,4816,14661,881,165,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:50,4645,81432,True,3,190,98882,55,1412,1617,AA,36,37,3,1,1,0,1,16,1534,50022,252,0,9999999,1000000,4815,14661,884,170,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:50,4645,81433,True,3,190,99164,55,1411,1617,AA,36,37,3,1,1,0,1,16,1534,49740,252,0,9999999,1000000,4816,14661,884,159,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:50,4645,81434,True,3,190,99446,55,1412,1617,AA,36,37,3,1,1,0,1,16,1534,49458,252,0,9999999,1000000,4817,14661,883,164,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:51,4645,81435,True,3,190,99727,55,1412,1617,AA,36,37,3,1,1,0,1,16,1534,49177,252,0,9999999,1000000,4818,14661,882,165,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:51,4645,81436,True,3,190,100009,55,1413,1617,AA,36,37,3,1,1,0,1,16,1534,48895,252,0,9999999,1000000,4818,14661,884,153,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:51,4645,81437,True,3,190,100291,55,1411,1617,AA,36,37,3,1,1,0,1,16,1534,48613,252,0,9999999,1000000,4819,14661,884,161,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:51,4645,81438,True,3,190,100573,55,1413,1617,AA,36,37,3,1,1,0,1,16,1534,48331,252,0,9999999,1000000,4819,14661,883,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:51,4645,81439,True,3,190,101136,55,1413,1617,AA,36,37,3,1,1,0,1,16,1534,47768,252,0,9999999,1000000,4819,14661,884,164,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:52,4645,81440,True,3,190,101136,55,1413,1617,AA,36,37,3,1,1,0,1,16,1534,47768,252,0,9999999,1000000,4820,14661,881,161,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:52,4645,81441,True,3,190,101418,55,1412,1617,AA,36,37,3,1,1,0,1,16,1534,47486,252,0,9999999,1000000,4820,14661,883,162,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:52,4645,81442,True,3,190,101707,55,1413,1617,AA,36,37,3,1,1,0,1,16,1534,47197,252,0,9999999,1000000,4821,14661,882,159,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:52,4645,81443,True,3,190,101989,55,1413,1617,AA,36,37,3,1,1,0,1,16,1534,46915,252,0,9999999,1000000,4821,14661,884,169,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:52,4645,81444,True,3,190,102271,55,1413,1617,AA,36,37,3,1,1,0,1,16,1534,46633,252,0,9999999,1000000,4823,14661,882,164,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:53,4645,81445,True,3,190,102553,55,1413,1617,AA,36,37,3,1,1,0,1,16,1534,46351,252,0,9999999,1000000,4823,14661,883,165,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:53,4645,81446,True,3,190,102835,55,1414,1617,AA,36,37,3,1,1,0,1,16,1534,46069,252,0,9999999,1000000,4823,14661,887,177,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:53,4645,81447,True,3,190,103117,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,45787,252,0,9999999,1000000,4823,14661,885,158,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:53,4645,81448,True,3,190,103399,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,45505,252,0,9999999,1000000,4824,14661,884,181,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:53,4645,81449,True,3,190,103963,55,1414,1617,AA,36,37,3,1,1,0,1,16,1534,44941,252,0,9999999,1000000,4824,14661,884,166,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:54,4645,81450,True,3,190,103963,55,1414,1617,AA,36,37,3,1,1,0,1,16,1534,44941,252,0,9999999,1000000,4824,14661,883,167,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:54,4645,81451,True,3,190,104245,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,44659,252,0,9999999,1000000,4825,14661,886,160,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:54,4645,81452,True,3,190,104535,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,44369,252,0,9999999,1000000,4826,14661,885,167,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:54,4645,81453,True,3,190,104817,55,1414,1617,AA,36,37,3,1,1,0,1,16,1534,44087,252,0,9999999,1000000,4826,14661,886,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:54,4645,81454,True,3,190,105381,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,43523,252,0,9999999,1000000,4825,14661,884,168,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:55,4645,81455,True,3,190,105381,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,43523,252,0,9999999,1000000,4825,14661,880,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:55,4645,81456,True,3,190,105664,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,43240,252,0,9999999,1000000,4826,14661,882,167,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:55,4645,81457,True,3,190,105946,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,42958,252,0,9999999,1000000,4827,14661,879,154,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:55,4645,81458,True,3,190,106511,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,42393,252,0,9999999,1000000,4829,14661,881,168,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:55,4645,81459,True,3,190,106793,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,42111,252,0,9999999,1000000,4827,14661,880,178,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:56,4645,81460,True,3,190,106793,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,42111,252,0,9999999,1000000,4828,14661,880,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:56,4645,81461,True,3,190,107075,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,41829,252,0,9999999,1000000,4830,14661,879,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:56,4645,81462,True,3,190,107365,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,41539,252,0,9999999,1000000,4829,14661,881,156,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:56,4645,81463,True,3,190,107647,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,41257,252,0,9999999,1000000,4831,14661,883,173,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:56,4645,81464,True,3,190,108212,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,40692,252,0,9999999,1000000,4831,14661,880,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:57,4645,81465,True,3,190,108212,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,40692,252,0,9999999,1000000,4831,14661,881,159,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:57,4645,81466,True,3,190,108495,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,40409,252,0,9999999,1000000,4832,14661,885,174,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:57,4645,81467,True,3,190,109059,55,1415,1617,AA,36,37,3,1,1,0,1,16,1534,39845,252,0,9999999,1000000,4833,14661,878,147,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:57,4645,81468,True,3,190,109342,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,39562,252,0,9999999,1000000,4832,14661,879,154,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:57,4645,81469,True,3,190,109625,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,39279,252,0,9999999,1000000,4833,14661,895,178,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:58,4645,81470,True,3,190,109907,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,38997,252,0,9999999,1000000,4833,14661,889,168,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:58,4645,81471,True,3,190,109907,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,38997,252,0,9999999,1000000,4832,14661,885,152,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:58,4645,81472,True,3,190,110197,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,38707,252,0,9999999,1000000,4833,14661,882,168,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:58,4645,81473,True,3,190,110480,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,38424,252,0,9999999,1000000,4834,14661,888,173,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:58,4645,81474,True,3,190,111045,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,37859,252,0,9999999,1000000,4835,14661,883,151,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:59,4645,81475,True,3,190,111045,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,37859,252,0,9999999,1000000,4834,14661,883,165,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:59,4645,81476,True,3,190,111328,55,1417,1617,AA,36,37,3,1,1,0,1,16,1534,37576,252,0,9999999,1000000,4835,14661,878,172,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:59,4645,81477,True,3,190,111611,55,1418,1617,AA,36,37,3,1,1,0,1,16,1534,37293,252,0,9999999,1000000,4836,14661,883,159,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:59,4645,81478,True,3,190,111893,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,37011,252,0,9999999,1000000,4834,14661,884,165,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:24:59,4645,81479,True,3,190,112459,55,1418,1617,AA,36,37,3,1,1,0,1,16,1534,36445,252,0,9999999,1000000,4836,14661,880,162,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:00,4645,81480,True,3,190,112459,55,1418,1617,AA,36,37,3,1,1,0,1,16,1534,36445,252,0,9999999,1000000,4837,14661,881,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:00,4645,81481,True,3,190,112741,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,36163,252,0,9999999,1000000,4836,14661,880,165,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:00,4645,81482,True,3,190,113031,55,1416,1617,AA,36,37,3,1,1,0,1,16,1534,35873,252,0,9999999,1000000,4836,14661,882,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:00,4645,81483,True,3,190,113314,55,1418,1617,AA,36,37,3,1,1,0,1,16,1534,35590,252,0,9999999,1000000,4837,14661,880,166,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:00,4645,81484,True,3,190,113597,55,1417,1617,AA,36,37,3,1,1,0,1,16,1534,35307,252,0,9999999,1000000,4837,14661,879,165,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:01,4645,81485,True,3,190,114162,55,1417,1617,AA,36,37,3,1,1,0,1,16,1534,34742,252,0,9999999,1000000,4837,14661,880,165,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:01,4645,81486,True,3,190,114162,55,1417,1617,AA,36,37,3,1,1,0,1,16,1534,34742,252,0,9999999,1000000,4838,14661,878,157,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:01,4645,81487,True,3,190,114445,55,1418,1617,AA,36,37,3,1,1,0,1,16,1534,34459,252,0,9999999,1000000,4839,14661,876,160,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:01,4645,81488,True,3,190,114728,55,1418,1617,AA,36,37,3,1,1,0,1,16,1534,34176,252,0,9999999,1000000,4839,14661,875,159,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:01,4645,81489,True,3,190,115294,55,1418,1617,AA,36,37,3,1,1,0,1,16,1534,33610,252,0,9999999,1000000,4839,14661,872,157,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:02,4645,81490,True,3,190,115294,55,1418,1617,AA,36,37,3,1,1,0,1,16,1534,33610,252,0,9999999,1000000,4840,14661,871,161,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:02,4645,81491,True,3,190,115577,55,1419,1617,AA,36,37,3,1,1,0,1,16,1534,33327,252,0,9999999,1000000,4840,14661,870,161,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:02,4645,81492,True,3,191,285,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,33037,252,0,9999999,1000000,4840,14661,871,165,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:02,4645,81493,True,3,191,568,55,1419,1617,AA,36,37,3,1,1,0,1,16,1534,32754,252,0,9999999,1000000,4840,14661,871,164,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:02,4645,81494,True,3,191,1135,55,1419,1617,AA,36,37,3,1,1,0,1,16,1534,32187,252,0,9999999,1000000,4840,14661,870,159,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:03,4645,81495,True,3,191,1135,55,1419,1617,AA,36,37,3,1,1,0,1,16,1534,32187,252,0,9999999,1000000,4842,14661,874,159,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:03,4645,81496,True,3,191,1418,55,1419,1617,AA,36,37,3,1,1,0,1,16,1534,31904,252,0,9999999,1000000,4843,14661,871,161,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:03,4645,81497,True,3,191,1701,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,31621,252,0,9999999,1000000,4842,14661,866,158,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:03,4645,81498,True,3,191,1984,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,31338,252,0,9999999,1000000,4842,14661,870,171,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:03,4645,81499,True,3,191,2268,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,31054,252,0,9999999,1000000,4843,14661,870,156,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:04,4645,81500,True,3,191,2551,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,30771,252,0,9999999,1000000,4844,14661,868,160,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:04,4645,81501,True,3,191,2834,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,30488,252,0,9999999,1000000,4843,14661,868,155,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:04,4645,81502,True,3,191,3124,55,1421,1617,AA,36,37,3,1,1,0,1,16,1534,30198,252,0,9999999,1000000,4845,14661,866,161,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:04,4645,81503,True,3,191,3691,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,29631,252,0,9999999,1000000,4845,14661,868,165,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:04,4645,81504,True,3,191,3691,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,29631,252,0,9999999,1000000,4846,14661,868,159,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:05,4645,81505,True,3,191,3974,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,29348,252,0,9999999,1000000,4845,14661,867,161,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:05,4645,81506,True,3,191,4258,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,29064,252,0,9999999,1000000,4846,14661,865,166,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:05,4645,81507,True,3,191,4541,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,28781,252,0,9999999,1000000,4846,14661,867,162,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:05,4645,81508,True,3,191,4824,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,28498,252,0,9999999,1000000,4846,14661,866,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:05,4645,81509,True,3,191,5391,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,27931,253,0,9999999,1000000,4848,14661,868,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:06,4645,81510,True,3,191,5391,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,27931,253,0,9999999,1000000,4848,14661,864,159,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:06,4645,81511,True,3,191,5674,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,27648,253,0,9999999,1000000,4847,14661,868,160,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:06,4645,81512,True,3,191,5965,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,27357,253,0,9999999,1000000,4848,14661,862,152,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:06,4645,81513,True,3,191,6248,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,27074,252,0,9999999,1000000,4848,14661,863,160,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:06,4645,81514,True,3,191,6531,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,26791,253,0,9999999,1000000,4848,14661,860,156,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:07,4645,81515,True,3,191,6814,55,1420,1617,AA,36,37,3,1,1,0,1,16,1534,26508,253,0,9999999,1000000,4848,14661,858,154,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:07,4645,81516,True,3,191,7381,55,1420,1617,AA,36,37,3,2,1,0,1,16,1529,25941,253,0,9999999,1000000,4848,14661,859,161,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:07,4645,81517,True,3,191,7381,55,1420,1617,AA,36,37,3,2,1,0,1,16,1529,25941,253,0,9999999,1000000,4848,14661,852,163,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:07,4645,81518,True,3,191,7664,55,1420,1617,AA,36,37,3,2,1,0,1,16,1521,25658,253,0,9999999,1000000,4847,14661,855,153,0,0,0,0,0,0,1,65535,2,-1,AA,0
06:25:07,4645,81519,True,3,191,8231,55,1421,1617,AA,36,37,3,2,1,0,1,36,1479,25091,254,-44,9999999,1514000,4848,14661,851,160,0,0,0,0,0,0,1,65535,3,-1,AA,0
06:25:08,4645,81520,True,3,191,8231,55,1421,1617,AA,36,37,3,2,1,0,1,56,1479,25091,254,-56,9999999,2028000,4849,14661,851,157,0,0,0,0,0,0,1,65535,3,-1,AA,0
06:25:08,4645,81521,True,3,191,8515,55,1420,1617,AA,36,37,3,2,1,0,1,21,1479,24807,254,-19,9999999,2536546,4847,14661,853,164,0,0,0,0,0,0,1,65535,3,-1,AA,0
06:25:08,4645,81522,True,3,191,8805,55,1420,1617,AA,36,37,3,2,1,0,1,1,1479,24517,254,0,9999999,2022545,4847,14661,856,163,0,0,0,0,0,0,1,65535,3,-1,AA,0
06:25:08,4645,81523,True,3,191,9088,55,1420,1617,AA,36,37,3,2,1,0,1,237,1478,24234,254,0,9999999,1508545,4847,14661,869,42,0,0,113,0,0,0,1,65535,3,-1,AA,0
06:25:08,4645,81524,True,3,191,9654,55,1417,1617,AA,36,37,3,2,1,0,1,1,1460,23668,254,-23,9999999,2022545,4846,14661,882,145,0,0,211,0,0,0,1,65535,3,-1,AA,0
06:25:09,4645,81525,True,3,191,9654,55,1417,1617,AA,36,37,3,2,1,0,1,21,1460,23668,254,-31,9999999,2536546,4839,14661,899,251,0,0,309,0,0,0,1,65535,3,-1,AA,0
06:25:09,4645,81526,True,3,191,9937,55,1415,1617,AA,36,37,3,2,1,0,1,41,1452,23385,254,-29,9999999,3050546,4823,14661,881,122,0,0,195,0,0,0,1,65535,3,-1,AA,0
06:25:09,4645,81527,True,3,191,10218,55,1410,1617,AA,36,37,3,2,1,0,1,27,1443,23104,255,-30,9999999,3458714,4821,14661,878,27,0,0,97,0,0,0,1,65535,3,-1,AA,0
06:25:09,4645,81528,True,3,191,10499,55,1410,1617,AA,36,37,3,2,1,0,1,47,1434,22823,255,-40,9999999,3972714,4811,14661,887,110,0,0,195,0,0,0,1,65535,3,-1,AA,0
06:25:09,4645,81529,True,3,191,11060,55,1405,1617,AA,36,37,3,2,1,0,1,67,1416,22262,255,-59,9999999,4486714,4803,14661,893,210,0,0,284,0,0,0,1,65535,3,-1,AA,0
06:25:10,4645,81530,True,3,191,11060,55,1405,1617,AA,36,37,3,2,1,0,1,87,1416,22262,255,-56,9999999,5000714,4788,14661,904,373,0,0,409,0,0,0,1,65535,3,-1,AA,0
06:25:10,4645,81531,True,3,191,11339,55,1399,1617,AA,36,37,3,2,1,0,1,144,1407,21983,255,-47,9999999,4801679,4782,14661,892,366,0,0,491,0,0,0,1,65535,3,-1,AA,0
06:25:10,4645,81532,True,3,191,11624,55,1393,1617,AA,36,37,3,2,1,0,1,19,1398,21698,255,-46,9999999,4737963,4752,14661,898,402,0,0,584,0,0,0,1,65535,3,-1,AA,0
06:25:10,4645,81533,True,3,191,12175,55,1376,1617,AA,36,37,3,2,1,0,1,204,1380,21147,0,-46,9999999,4730842,4721,14661,895,347,0,0,705,0,0,0,1,65535,3,-1,AA,0
06:25:10,4645,81534,True,3,191,12175,55,1376,1617,AA,36,37,3,2,1,0,1,158,1380,21147,0,-44,9999999,4572648,4710,14661,894,364,0,0,793,0,0,0,1,65535,3,-1,AA,0
06:25:11,4645,81535,True,3,191,12719,55,1356,1617,AA,36,37,3,2,1,0,1,138,1363,20603,0,-37,9999999,4058648,4660,14661,903,369,0,0,762,0,0,0,1,65535,3,-1,AA,0
06:25:11,4645,81536,True,3,191,12719,55,1356,1617,AA,36,37,3,2,1,0,1,84,1363,20603,0,-36,9999999,3899621,4638,14661,891,364,0,0,754,0,0,0,1,65535,3,-1,AA,0
06:25:11,4645,81537,True,3,191,12987,55,1347,1617,AA,36,37,3,2,1,0,1,66,1354,20335,0,-38,9999999,4077041,4596,14661,891,370,0,0,754,0,0,0,1,65535,3,-1,AA,0
06:25:11,4645,81538,True,3,191,13254,55,1337,1617,AA,36,37,3,2,1,0,1,119,1345,20068,0,-38,9999999,4082327,4577,14661,889,341,0,0,722,0,0,0,1,65535,3,-1,AA,0
