epoch	loss	acc	val_loss	val_acc
64	0.009279412217438221	0.6603631973266602	0.012075668200850487	0.7566615343093872
70	0.009254052303731441	0.6591382622718811	0.012407805770635605	0.7557427287101746
72	0.008775390684604645	0.6591382622718811	0.0184212364256382	0.7557427287101746
epoch	loss	acc	val_loss	val_acc
0	0.4019958972930908	0.15494035184383392	0.20989331603050232	0.7203675508499146
1	0.06503202021121979	0.639798104763031	0.03014528378844261	0.7203675508499146
2	0.03870132192969322	0.6330682039260864	0.034782420843839645	0.7203675508499146
3	0.03250402212142944	0.6199143528938293	0.0204873476177454	0.7203675508499146
4	0.030684595927596092	0.6272560358047485	0.018182488158345222	0.7203675508499146
5	0.020992115139961243	0.6352095603942871	0.01625637337565422	0.7203675508499146
6	0.022605501115322113	0.637350857257843	0.04264229163527489	0.6875957250595093
7	0.029608000069856644	0.620832085609436	0.04905807226896286	0.7203675508499146
8	0.02334250882267952	0.6324564218521118	0.01166513655334711	0.7203675508499146
9	0.024712778627872467	0.6336800456047058	0.0323590412735939	0.7203675508499146
10	0.02449681982398033	0.6309269070625305	0.025842968374490738	0.7203675508499146
11	0.0293932743370533	0.6300091743469238	0.04914490878582001	0.6885145306587219
12	0.02719566971063614	0.6223616003990173	0.024785950779914856	0.7203675508499146
13	0.021423323079943657	0.638574481010437	0.027651526033878326	0.7203675508499146
14	0.02233184687793255	0.6333740949630737	0.011090279556810856	0.7203675508499146
15	0.020502446219325066	0.6281737685203552	0.012435154058039188	0.7203675508499146
16	0.025583667680621147	0.6333740949630737	0.04258120059967041	0.6915773153305054
17	0.03581788390874863	0.6358213424682617	0.01592744141817093	0.7203675508499146
18	0.025225399062037468	0.6324564218521118	0.03510948643088341	0.7200612425804138
19	0.030561991035938263	0.6281737685203552	0.03219335898756981	0.7203675508499146
20	0.019240589812397957	0.6327623128890991	0.029372984543442726	0.7203675508499146
21	0.01983819715678692	0.6312327980995178	0.030935486778616905	0.6921898722648621
22	0.03288113325834274	0.6248087882995605	0.02437315508723259	0.7203675508499146
23	0.02377011999487877	0.6309269070625305	0.018985502421855927	0.7203675508499146
24	0.015156514942646027	0.6391863226890564	0.019965076819062233	0.6918836236000061
25	0.025836311280727386	0.6355154514312744	0.02141539752483368	0.7203675508499146
26	0.016031233593821526	0.6358213424682617	0.017476830631494522	0.6940275430679321
27	0.024426376447081566	0.6321505308151245	0.016982095316052437	0.7203675508499146
28	0.021025534719228745	0.6352095603942871	0.02631809003651142	0.6949464082717896
29	0.028010757640004158	0.6349036693572998	0.013239427469670773	0.7203675508499146
epoch	loss	acc	val_loss	val_acc
0	0.16339708864688873	0.6760789752006531	0.05719468370079994	0.6222051978111267
1	0.04894661158323288	0.6633762121200562	0.03887467831373215	0.6252679824829102
2	0.03780338913202286	0.6688858270645142	0.06992863118648529	0.6350688934326172
3	0.03516513109207153	0.6682736277580261	0.0411975160241127	0.6350688934326172
4	0.02950195036828518	0.668732762336731	0.03438699617981911	0.6200612783432007
5	0.028554704040288925	0.6750076413154602	0.028300369158387184	0.6280245184898376
6	0.026774093508720398	0.6766911745071411	0.02824321947991848	0.6206738352775574
7	0.04745916277170181	0.6759259104728699	0.0292435921728611	0.6335375308990479
8	0.029555637389421463	0.6682736277580261	0.02288404107093811	0.6347626447677612
9	0.028342610225081444	0.6731711030006409	0.0222968477755785	0.6341500878334045
10	0.026944942772388458	0.6763850450515747	0.028457142412662506	0.619448721408844
11	0.025807423517107964	0.6668962240219116	0.03145969659090042	0.6200612783432007
12	0.029898153617978096	0.6694980263710022	0.03844437375664711	0.6200612783432007
13	0.02798958122730255	0.6736302375793457	0.03588510677218437	0.6304513812065125
14	0.029875827953219414	0.6698040962219238	0.052443042397499084	0.6078100800514221
15	0.0289657823741436	0.6716406345367432	0.05195731669664383	0.6127105951309204
16	0.02499195747077465	0.6753137707710266	0.04319076985120773	0.6206738352775574
17	0.024675365537405014	0.6714876294136047	0.03073624148964882	0.62159264087677
18	0.02613058313727379	0.6717936992645264	0.02355092391371727	0.6344563364982605
19	0.020516399294137955	0.6768441796302795	0.018056685104966164	0.6212863922119141
20	0.025924481451511383	0.6737833023071289	0.021359924226999283	0.6176110506057739
21	0.021458346396684647	0.6691918969154358	0.014417347498238087	0.6347626447677612
22	0.019084712490439415	0.6696510314941406	0.02055417373776436	0.6350688934326172
23	0.022600851953029633	0.6719467639923096	0.021680353209376335	0.6347626447677612
24	0.022085677832365036	0.6653657555580139	0.02581816352903843	0.6151608228683472
25	0.019565938040614128	0.6719467639923096	0.027321703732013702	0.6243268251419067
26	0.023604094982147217	0.6707223653793335	0.02135305106639862	0.6206738352775574
27	0.020092925056815147	0.6760789752006531	0.023641837760806084	0.6277182102203369
28	0.0220168624073267	0.6730180382728577	0.025673512369394302	0.6218989491462708
29	0.02169172279536724	0.6707223653793335	0.020176611840724945	0.6347626447677612
30	0.022068707272410393	0.665977954864502	0.019701363518834114	0.6212863922119141
31	0.01729203388094902	0.6722528338432312	0.018132004886865616	0.6350688934326172
32	0.01996772736310959	0.6742424368858337	0.023906609043478966	0.6298621892929077
33	0.017323201522231102	0.6702632308006287	0.017303800210356712	0.6347626447677612
34	0.018030060455203056	0.6757729053497314	0.016074594110250473	0.6350688934326172
35	0.017848826944828033	0.675466775894165	0.01581249013543129	0.6347626447677612
36	0.0182742141187191	0.6734771728515625	0.01691918447613716	0.6350688934326172
epoch	loss	acc	val_loss	val_acc
0	0.1421053558588028	0.5191345810890198	0.05248716473579407	0.6499234437942505
1	0.041820354759693146	0.6556791663169861	0.027399325743317604	0.6817764043807983
2	0.03497203439474106	0.6500663161277771	0.024392632767558098	0.6924961805343628
3	0.02779224142432213	0.6564955711364746	0.029519330710172653	0.6928024291992188
4	0.0393485501408577	0.6570058465003967	0.05239866301417351	0.6909647583961487
5	0.02557159587740898	0.6615981459617615	0.022646227851510048	0.6928024291992188
6	0.02443142980337143	0.6556791663169861	0.045908208936452866	0.6928024291992188
7	0.029901063069701195	0.660781741142273	0.016971228644251823	0.6888208389282227
8	0.02497217431664467	0.6585366129875183	0.019517820328474045	0.6906585097312927
9	0.02320704609155655	0.6614960432052612	0.03185213729739189	0.6928024291992188
10	0.02188899740576744	0.6603735089302063	0.024324962869286537	0.6928024291992188
11	0.02462206967175007	0.6565976142883301	0.03979508578777313	0.6928024291992188
12	0.0213948804885149	0.6606796383857727	0.030726289376616478	0.6928024291992188
13	0.022672761231660843	0.6573119759559631	0.015845688059926033	0.6888208389282227
14	0.020885001868009567	0.6569037437438965	0.02797185815870762	0.6928024291992188
15	0.02255096659064293	0.6552709341049194	0.021868595853447914	0.6897396445274353
16	0.020517831668257713	0.6544545292854309	0.027297336608171463	0.6928024291992188
17	0.02104892022907734	0.6601694226264954	0.027225345373153687	0.6928024291992188
18	0.023282881826162338	0.6564955711364746	0.025181332603096962	0.6928024291992188
19	0.019784940406680107	0.6541483998298645	0.023733189329504967	0.6928024291992188
20	0.01970389299094677	0.6547607183456421	0.029972825199365616	0.6928024291992188
21	0.01824176125228405	0.6553729772567749	0.021285373717546463	0.6928024291992188
22	0.020709581673145294	0.6571078896522522	0.023210924118757248	0.6928024291992188
23	0.017638027667999268	0.6525155901908875	0.017292173579335213	0.6928024291992188
24	0.021168777719140053	0.6572099328041077	0.018415717408061028	0.6928024291992188
25	0.017165973782539368	0.657720148563385	0.03337499499320984	0.6928024291992188
26	0.017743460834026337	0.6553729772567749	0.015107101760804653	0.6928024291992188
27	0.018395883962512016	0.6585366129875183	0.016397729516029358	0.6928024291992188
28	0.01887078583240509	0.6589447855949402	0.023079348728060722	0.6928024291992188
29	0.016333699226379395	0.6559852957725525	0.016705479472875595	0.6928024291992188
30	0.019263479858636856	0.6591488718986511	0.04911087825894356	0.6928024291992188
31	0.017640380188822746	0.657720148563385	0.02511269599199295	0.6928024291992188
32	0.017055928707122803	0.6543524861335754	0.020058736205101013	0.6928024291992188
33	0.016914784908294678	0.6609858274459839	0.014464489184319973	0.6928024291992188
34	0.01731095463037491	0.6579242944717407	0.05091429501771927	0.6928024291992188
35	0.018832150846719742	0.6601694226264954	0.02440793253481388	0.6928024291992188
36	0.019605053588747978	0.6580263376235962	0.021498065441846848	0.6928024291992188
37	0.017401158809661865	0.657720148563385	0.020107120275497437	0.6928024291992188
38	0.01689922995865345	0.6556791663169861	0.042955707758665085	0.6897396445274353
39	0.018337132409214973	0.6564955711364746	0.016836080700159073	0.6928024291992188
40	0.015048685483634472	0.6576181054115295	0.01899312622845173	0.6928024291992188
41	0.016274016350507736	0.6559852957725525	0.01977022923529148	0.6928024291992188
42	0.01773877814412117	0.6559852957725525	0.02654433436691761	0.6894333958625793
43	0.015876902267336845	0.6598632335662842	0.014437087811529636	0.6928024291992188
44	0.015587336383759975	0.6588427424430847	0.015410186722874641	0.6897396445274353
45	0.016312936320900917	0.656801700592041	0.01531361322849989	0.6928024291992188
46	0.015353769063949585	0.6556791663169861	0.017119698226451874	0.6928024291992188
47	0.013743975199759007	0.654046356678009	0.013917897827923298	0.6928024291992188
48	0.015066820196807384	0.6606796383857727	0.03578775003552437	0.6928024291992188
49	0.016650579869747162	0.6562914848327637	0.033365264534950256	0.6928024291992188
50	0.015574346296489239	0.6592509150505066	0.012228161096572876	0.6928024291992188
51	0.01426626741886139	0.6617190837860107	0.016833486035466194	0.6891270875930786
52	0.013715044595301151	0.6563935279846191	0.013434662483632565	0.6928024291992188
53	0.013151788152754307	0.6580263376235962	0.012450593523681164	0.6928024291992188
54	0.016036570072174072	0.6543524861335754	0.03293093293905258	0.6928024291992188
55	0.013910590671002865	0.6593530178070068	0.011190174147486687	0.6928024291992188
56	0.014897583052515984	0.6555771231651306	0.017793508246541023	0.6928024291992188
57	0.012683124281466007	0.6564955711364746	0.011265252716839314	0.6928024291992188
58	0.014924897812306881	0.6589447855949402	0.014464016072452068	0.6928024291992188
59	0.01535556185990572	0.65425044298172	0.017492923885583878	0.6928024291992188
60	0.01631985232234001	0.6571078896522522	0.02221466787159443	0.6928024291992188
61	0.014791976660490036	0.6591488718986511	0.014544259756803513	0.6928024291992188
62	0.013513649813830853	0.657720148563385	0.013464446179568768	0.6928024291992188
63	0.014056222513318062	0.6555771231651306	0.015584653243422508	0.6897396445274353
64	0.013902779668569565	0.656087338924408	0.011564054526388645	0.6928024291992188
65	0.013173801824450493	0.6588427424430847	0.01163068599998951	0.6928024291992188
66	0.011805209331214428	0.6599652767181396	0.01737499237060547	0.6928024291992188
67	0.018928678706288338	0.6581283807754517	0.012954949401319027	0.6928024291992188
68	0.013092375360429287	0.6569037437438965	0.013239357620477676	0.6897396445274353
69	0.012234249152243137	0.6579242944717407	0.01049171481281519	0.6928024291992188
70	0.01689288765192032	0.6539442539215088	0.03066318668425083	0.6897396445274353
71	0.014699327759444714	0.65425044298172	0.020369483157992363	0.6928024291992188
72	0.011878665536642075	0.655883252620697	0.012040525674819946	0.6928024291992188
73	0.014347288757562637	0.6579242944717407	0.009740680456161499	0.6897396445274353
74	0.015559779480099678	0.6594550609588623	0.011169386096298695	0.6894333958625793
75	0.013211959041655064	0.6534340381622314	0.00942035298794508	0.6897396445274353
76	0.014993594959378242	0.6606796383857727	0.01103219110518694	0.6897396445274353
77	0.012873651459813118	0.6553729772567749	0.0264865942299366	0.6897396445274353
78	0.012873226776719093	0.6589447855949402	0.011995749548077583	0.6928024291992188
79	0.012816212140023708	0.66241455078125	0.009582433849573135	0.6928024291992188
80	0.011776380240917206	0.6559852957725525	0.010473381727933884	0.6897396445274353
