(-0.00029658533160220797, {'optimizer': 'adam'})
(-0.00034328917052292243, {'optimizer': 'adam'})
(-0.0002524849470239019, {'optimizer': 'adam'})
(-0.00025719112515819526, {'optimizer': 'adam'})
(-0.0002478717631671602, {'optimizer': 'adam'})
epoch	loss	acc	val_loss	val_acc
0	0.13471361994743347	0.04526953026652336	0.03980967029929161	0.003605728270485997
1	0.03122422657907009	0.0019517977489158511	0.030345335602760315	0.002525909570977092
2	0.0326375775039196	0.001996156992390752	0.051572080701589584	0.004199571441859007
3	0.035861432552337646	0.002388780005276203	0.053760308772325516	0.004318942781537771
4	0.024486614391207695	0.0011376163456588984	0.03143283724784851	0.0025660297833383083
5	0.03142288327217102	0.0017982335994020104	0.04308716207742691	0.0035881202202290297
6	0.0438113734126091	0.0035848168190568686	0.0372619591653347	0.0027953293174505234
7	0.021746311336755753	0.0009182579815387726	0.026972036808729172	0.0021018609404563904
8	0.028534404933452606	0.0013599664671346545	0.014719221740961075	0.0014077959349378943
9	0.043929796665906906	0.003667871467769146	0.03813326358795166	0.002936585573479533
10	0.029166556894779205	0.0017574705416336656	0.012569730170071125	0.001358489040285349
11	0.01694354973733425	0.0005617761635221541	0.015131105668842793	0.0014508788008242846
12	0.02314111404120922	0.000911260605789721	0.019851570948958397	0.0016387710347771645
13	0.023524507880210876	0.001000428688712418	0.023529477417469025	0.0016929550329223275
14	0.022985761985182762	0.0009498930303379893	0.0231954175978899	0.001667230506427586
15	0.02403707429766655	0.0010854259599000216	0.012486923485994339	0.0012690001167356968
16	0.021186266094446182	0.0007527050329372287	0.013624469749629498	0.0013391869142651558
17	0.015536417253315449	0.0005229522357694805	0.015749912708997726	0.0013276940444484353
18	0.01742059923708439	0.0005202902830205858	0.02586742676794529	0.0017959970282390714
19	0.01563083380460739	0.0004613238270394504	0.022463785484433174	0.0015985289355739951
20	0.018848516047000885	0.0005672445404343307	0.02260965295135975	0.00154742447193712
21	0.01417536847293377	0.0003919731534551829	0.02090192586183548	0.00151108019053936
22	0.015595212578773499	0.0004275499377399683	0.010685063898563385	0.001187100075185299
23	0.014985465444624424	0.0004331166564952582	0.010708236135542393	0.0011669843224808574
24	0.02229045145213604	0.0009822320425882936	0.010382323525846004	0.0011522305430844426
25	0.018814057111740112	0.0006057964055798948	0.013949617743492126	0.0013218919048085809
26	0.01572130247950554	0.0005278465105220675	0.014069673605263233	0.0013042135396972299
27	0.019495848566293716	0.0006928116199560463	0.010858406312763691	0.001182718318887055
28	0.019317463040351868	0.0006424626335501671	0.014088784344494343	0.0012609163532033563
29	0.013088628649711609	0.0003241274389438331	0.01881425455212593	0.001422469038516283
30	0.01684483326971531	0.0005563116283155978	0.015350306406617165	0.0013509601121768355
31	0.01810971274971962	0.0005880074459128082	0.01458252314478159	0.0012426640605553985
32	0.01626412943005562	0.0004633973294403404	0.011708637699484825	0.0011631747474893928
33	0.020576559007167816	0.0007792358519509435	0.015609096735715866	0.0013137246714904904
34	0.01226069126278162	0.0003405625175219029	0.017018698155879974	0.0013583770487457514
35	0.012727856636047363	0.00032339623430743814	0.015229427255690098	0.0013033720897510648
36	0.016358522698283195	0.00046974423457868397	0.010656003840267658	0.0011445318814367056
37	0.012964320369064808	0.0003322001430206001	0.015985144302248955	0.0014268746599555016
38	0.01150632742792368	0.0002775909088086337	0.01196756400167942	0.0012554335407912731
39	0.01782967709004879	0.0006327663431875408	0.014768020249903202	0.0013012364506721497
epoch	loss	acc	val_loss	val_acc
0	0.078055739402771	0.018420984968543053	0.03855067491531372	0.003790848422795534
1	0.04439498111605644	0.004094221163541079	0.05792513117194176	0.005690362304449081
2	0.03764794021844864	0.0030528013594448566	0.05786513537168503	0.004613530356436968
3	0.04162931069731712	0.003032274544239044	0.05603334680199623	0.004234674386680126
4	0.03863384574651718	0.0024379959795624018	0.02019563503563404	0.0014225479681044817
5	0.02067669853568077	0.0007463450310751796	0.046519432216882706	0.0042539010755717754
6	0.02781476080417633	0.0015098658623173833	0.03229938820004463	0.0022443539928644896
7	0.041813403367996216	0.0032005978282541037	0.024583609774708748	0.0016931173158809543
8	0.048040494322776794	0.004526671953499317	0.039468660950660706	0.0030049383640289307
9	0.032353583723306656	0.001996151404455304	0.015681860968470573	0.001329252845607698
10	0.019566509872674942	0.0006419289857149124	0.01676555536687374	0.0013334557879716158
11	0.022142469882965088	0.0008971203351393342	0.01842307671904564	0.0013949638232588768
12	0.03257368132472038	0.0019393885741010308	0.020950721576809883	0.0014804776292294264
13	0.019932078197598457	0.0006231346633285284	0.017213353887200356	0.0013644639402627945
14	0.021600237116217613	0.0008118337718769908	0.02453741990029812	0.00172136549372226
15	0.028003795072436333	0.001472480478696525	0.02854795753955841	0.0020667058415710926
16	0.03547472506761551	0.00236909301020205	0.02973037026822567	0.002194516360759735
17	0.025658853352069855	0.0014210668159648776	0.014000319875776768	0.0013417642330750823
18	0.021474502980709076	0.0008189437794499099	0.010576586239039898	0.001258272328414023
19	0.015798484906554222	0.00048190582310780883	0.0309523344039917	0.0020106809679418802
20	0.018121695145964622	0.0006350370240397751	0.01537112332880497	0.0013130720471963286
21	0.024964282289147377	0.0010366952046751976	0.015705006197094917	0.0013720818096771836
22	0.03259861469268799	0.0020453953184187412	0.014977988786995411	0.0014831528533250093
23	0.022123511880636215	0.000907140551134944	0.017714712768793106	0.001488436944782734
24	0.01860557310283184	0.0005937569658271968	0.013333095237612724	0.0012967895017936826
25	0.014470875263214111	0.0004087587003596127	0.01096482202410698	0.0012560136383399367
26	0.020541593432426453	0.0007470668060705066	0.02669793926179409	0.001948785618878901
27	0.02707006223499775	0.001230635796673596	0.011045540682971478	0.001284095924347639
28	0.019931739196181297	0.0006253118626773357	0.014696214348077774	0.0013862530468031764
29	0.019150851294398308	0.000642075901851058	0.026309659704566002	0.0018746212590485811
30	0.016964640468358994	0.0005627668579109013	0.011340108700096607	0.0012718841899186373
31	0.02153755910694599	0.0008312846184708178	0.012966916896402836	0.0013224007561802864
32	0.015622568316757679	0.00047358666779473424	0.015769781544804573	0.001461382140405476
33	0.01249199453741312	0.00031564311939291656	0.010246840305626392	0.001244605053216219
34	0.013555308803915977	0.0003700055822264403	0.01328028179705143	0.0013510030694305897
